,Question ID,Similar Question ID,Question Title
2212,2108,416,Minimize the Difference Between Target and Chosen Elements
2213,2108,1881,Minimize the Difference Between Target and Chosen Elements
2214,2108,2067,Minimize the Difference Between Target and Chosen Elements
2215,2109,78,Find Array Given Subset Sums
2216,2109,90,Find Array Given Subset Sums
2217,2109,2241,Find Array Given Subset Sums
2218,2112,561,Minimum Difference Between Highest and Lowest of K Scores
2219,2113,215,Find the Kth Largest Integer in the Array
2220,2114,1220,Minimum Number of Work Sessions to Finish the Tasks
2221,2114,1825,Minimum Number of Work Sessions to Finish the Tasks
2222,2115,115,Number of Unique Good Subsequences
2223,2115,977,Number of Unique Good Subsequences
2224,2116,1,Count Number of Pairs With Absolute Difference K
2225,2116,532,Count Number of Pairs With Absolute Difference K
2226,2116,1995,Count Number of Pairs With Absolute Difference K
2227,2116,2277,Count Number of Pairs With Absolute Difference K
2228,2117,991,Find Original Array From Doubled Array
2229,2117,2241,Find Original Array From Doubled Array
2230,2118,1352,Maximum Earnings From Taxi
2231,2118,1478,Maximum Earnings From Taxi
2232,2118,1851,Maximum Earnings From Taxi
2233,2119,424,Minimum Number of Operations to Make Array Continuous
2234,2119,523,Minimum Number of Operations to Make Array Continuous
2235,2119,1113,Minimum Number of Operations to Make Array Continuous
2236,2119,1732,Minimum Number of Operations to Make Array Continuous
2237,2119,1805,Minimum Number of Operations to Make Array Continuous
2238,2121,2201,Find if Path Exists in Graph
2239,2121,2218,Find if Path Exists in Graph
2240,2122,18,Count Special Quadruplets
2241,2122,334,Count Special Quadruplets
2242,2122,1656,Count Special Quadruplets
2243,2123,354,The Number of Weak Characters in the Game
2244,2123,1367,The Number of Weak Characters in the Game
2245,2125,1257,GCD Sort of an Array
2246,2126,508,Count Nodes Equal to Sum of Descendants
2247,2126,1091,Count Nodes Equal to Sum of Descendants
2248,2129,1635,Number of Pairs of Interchangeable Rectangles
2249,2129,1925,Number of Pairs of Interchangeable Rectangles
2250,2129,2307,Number of Pairs of Interchangeable Rectangles
2251,2130,125,Maximum Product of the Length of Two Palindromic Subsequences
2252,2130,516,Maximum Product of the Length of Two Palindromic Subsequences
2253,2130,1336,Maximum Product of the Length of Two Palindromic Subsequences
2254,2130,2318,Maximum Product of the Length of Two Palindromic Subsequences
2255,2132,566,Convert 1D Array Into 2D Array
2256,2133,1,Number of Pairs of Strings With Concatenation Equal to Target
2257,2134,340,Maximize the Confusion of an Exam
2258,2134,424,Maximize the Confusion of an Exam
2259,2134,1046,Maximize the Confusion of an Exam
2260,2134,1605,Maximize the Confusion of an Exam
2261,2135,416,Maximum Number of Ways to Partition an Array
2262,2135,698,Maximum Number of Ways to Partition an Array
2263,2138,121,Sum of Beauty in the Array
2264,2138,951,Sum of Beauty in the Array
2265,2140,395,Longest Subsequence Repeated k Times
2266,2142,1803,Average Height of Buildings in Each Segment
2267,2142,2055,Average Height of Buildings in Each Segment
2268,2142,2297,Average Height of Buildings in Each Segment
2269,2144,121,Maximum Difference Between Increasing Elements
2270,2144,2199,Maximum Difference Between Increasing Elements
2271,2147,224,The Score of Students Solving Math Expression
2272,2147,241,The Score of Students Solving Math Expression
2273,2150,373,Kth Smallest Product of Two Sorted Arrays
2274,2150,532,Kth Smallest Product of Two Sorted Arrays
2275,2151,744,The Time When the Network Becomes Idle
2276,2151,764,The Time When the Network Becomes Idle
2277,2151,774,The Time When the Network Becomes Idle
2278,2152,1327,The Number of Seniors and Juniors to Join the Company
2279,2152,2158,The Number of Seniors and Juniors to Join the Company
2280,2153,2062,Subtree Removal Game with Fibonacci Tree
2281,2155,1263,Find Missing Observations
2282,2155,1343,Find Missing Observations
2283,2156,909,Stone Game IX
2284,2156,1240,Stone Game IX
2285,2156,1522,Stone Game IX
2286,2156,1617,Stone Game IX
2287,2156,1685,Stone Game IX
2288,2156,1788,Stone Game IX
2289,2156,1808,Stone Game IX
2290,2156,2002,Stone Game IX
2291,2156,2156,Stone Game IX
2292,2157,316,Smallest K-Length Subsequence With Occurrences of a Letter
2293,2158,1327,The Number of Seniors and Juniors to Join the Company II
2294,2158,2152,The Number of Seniors and Juniors to Join the Company II
2295,2160,462,Minimum Operations to Make a Uni-Value Grid
2296,2161,1023,Stock Price Fluctuation 
2297,2162,416,Partition Array Into Two Arrays to Minimize Sum Difference
2298,2162,823,Partition Array Into Two Arrays to Minimize Sum Difference
2299,2162,993,Partition Array Into Two Arrays to Minimize Sum Difference
2300,2162,1130,Partition Array Into Two Arrays to Minimize Sum Difference
2301,2162,1881,Partition Array Into Two Arrays to Minimize Sum Difference
2302,2163,2190,Kth Distinct String in an Array
2303,2164,1352,Two Best Non-Overlapping Events
2304,2164,1851,Two Best Non-Overlapping Events
2305,2165,34,Plates Between Candles
2306,2165,1281,Plates Between Candles
2307,2168,8,Check if Numbers Are Ascending in a Sentence
2308,2168,1970,Check if Numbers Are Ascending in a Sentence
2309,2168,2243,Check if Numbers Are Ascending in a Sentence
2310,2170,78,Count Number of Maximum Bitwise-OR Subsets
2311,2171,744,Second Minimum Time to Reach Destination
2312,2171,1456,Second Minimum Time to Reach Destination
2313,2171,2090,Second Minimum Time to Reach Destination
2314,2173,2219,Number of Valid Words in a Sentence
2315,2175,863,Count Nodes With the Highest Score
2316,2175,1207,Count Nodes With the Highest Score
2317,2175,1465,Count Nodes With the Highest Score
2318,2176,630,Parallel Courses III
2319,2176,1101,Parallel Courses III
2320,2176,1962,Parallel Courses III
2321,2176,2012,Parallel Courses III
2322,2176,2246,Parallel Courses III
2323,2178,906,Walking Robot Simulation II
2324,2179,1957,Most Beautiful Item for Each Query
2325,2180,853,Maximum Number of Tasks You Can Assign
2326,2180,2263,Maximum Number of Tasks You Can Assign
2327,2183,1776,Minimum Operations to Convert Number
2328,2184,408,Check if an Original String Exists Given Two Encoded Strings
2329,2184,1781,Check if an Original String Exists Given Two Encoded Strings
2330,2186,808,Count Vowel Substrings of a String
2331,2186,1034,Count Vowel Substrings of a String
2332,2186,1636,Count Vowel Substrings of a String
2333,2186,1967,Count Vowel Substrings of a String
2334,2187,1460,Vowels of All Substrings
2335,2188,907,Minimized Maximum of Products Distributed to Any Store
2336,2188,1056,Minimized Maximum of Products Distributed to Any Store
2337,2188,1335,Minimized Maximum of Products Distributed to Any Store
2338,2188,1408,Minimized Maximum of Products Distributed to Any Store
2339,2188,1675,Minimized Maximum of Products Distributed to Any Store
2340,2188,1886,Minimized Maximum of Products Distributed to Any Store
2341,2188,2294,Minimized Maximum of Products Distributed to Any Store
2342,2189,741,Maximum Path Quality of a Graph
2343,2189,2040,Maximum Path Quality of a Graph
2344,2190,349,Count Common Words With One Occurrence
2345,2190,920,Count Common Words With One Occurrence
2346,2190,2163,Count Common Words With One Occurrence
2347,2191,1979,Minimum Number of Buckets Required to Collect Rainwater from Houses
2348,2191,2075,Minimum Number of Buckets Required to Collect Rainwater from Houses
2349,2192,62,Minimum Cost Homecoming of a Robot in a Grid
2350,2192,64,Minimum Cost Homecoming of a Robot in a Grid
2351,2192,361,Minimum Cost Homecoming of a Robot in a Grid
2352,2192,1402,Minimum Cost Homecoming of a Robot in a Grid
2353,2193,1402,Count Fertile Pyramids in a Land
2354,2193,1990,Count Fertile Pyramids in a Land
2355,2195,1802,Time Needed to Buy Tickets
2356,2196,25,Reverse Nodes in Even Length Groups
2357,2196,206,Reverse Nodes in Even Length Groups
2358,2197,498,Decode the Slanted Ciphertext
2359,2198,305,Process Restricted Friend Requests
2360,2198,1308,Process Restricted Friend Requests
2361,2198,2246,Process Restricted Friend Requests
2362,2199,1231,Two Furthest Houses With Different Colors
2363,2199,1984,Two Furthest Houses With Different Colors
2364,2199,2144,Two Furthest Houses With Different Colors
2365,2200,221,Stamping the Grid
2366,2200,361,Stamping the Grid
2367,2200,1242,Stamping the Grid
2368,2201,332,Valid Arrangement of Pairs
2369,2201,2121,Valid Arrangement of Pairs
2370,2202,247,Sum of k-Mirror Numbers
2371,2202,897,Sum of k-Mirror Numbers
2372,2203,865,Number of Spaces Cleaning Robot Cleaned
2373,2204,215,Find Subsequence of Length K With the Largest Sum
2374,2204,1047,Find Subsequence of Length K With the Largest Sum
2375,2204,1458,Find Subsequence of Length K With the Largest Sum
2376,2204,2267,Find Subsequence of Length K With the Largest Sum
2377,2205,665,Find Good Days to Rob the Bank
2378,2205,875,Find Good Days to Rob the Bank
2379,2205,1185,Find Good Days to Rob the Bank
2380,2205,1927,Find Good Days to Rob the Bank
2381,2206,529,Detonate the Maximum Bombs
2382,2206,547,Detonate the Maximum Bombs
2383,2206,695,Detonate the Maximum Bombs
2384,2206,1036,Detonate the Maximum Bombs
2385,2207,295,Sequentially Ordinal Rank Tracker
2386,2207,789,Sequentially Ordinal Rank Tracker
2387,2207,1953,Sequentially Ordinal Rank Tracker
2388,2209,3,Number of Equal Count Substrings
2389,2209,395,Number of Equal Count Substrings
2390,2209,2303,Number of Equal Count Substrings
2391,2210,34,Find Target Indices After Sorting Array
2392,2210,1256,Find Target Indices After Sorting Array
2393,2211,209,K Radius Subarray Averages
2394,2211,346,K Radius Subarray Averages
2395,2211,560,K Radius Subarray Averages
2396,2211,643,K Radius Subarray Averages
2397,2211,1445,K Radius Subarray Averages
2398,2212,1538,Removing Minimum and Maximum From Array
2399,2212,1770,Removing Minimum and Maximum From Array
2400,2213,918,Find All People With Secret
2401,2214,2223,The Winner University
2402,2215,1421,Finding 3-Digit Even Numbers
2403,2216,19,Delete the Middle Node of a Linked List
2404,2216,143,Delete the Middle Node of a Linked List
2405,2216,203,Delete the Middle Node of a Linked List
2406,2216,908,Delete the Middle Node of a Linked List
2407,2217,113,Step-By-Step Directions From a Binary Tree Node to Another
2408,2217,236,Step-By-Step Directions From a Binary Tree Node to Another
2409,2217,257,Step-By-Step Directions From a Binary Tree Node to Another
2410,2217,1883,Step-By-Step Directions From a Binary Tree Node to Another
2411,2218,323,Paths in Maze That Lead to Same Room
2412,2218,918,Paths in Maze That Lead to Same Room
2413,2218,1347,Paths in Maze That Lead to Same Room
2414,2218,2121,Paths in Maze That Lead to Same Room
2415,2219,2173,Maximum Number of Words Found in Sentences
2416,2220,210,Find All Possible Recipes from Given Supplies
2417,2220,1830,Find All Possible Recipes from Given Supplies
2418,2221,20,Check if a Parentheses String Can Be Valid
2419,2221,22,Check if a Parentheses String Can Be Valid
2420,2221,678,Check if a Parentheses String Can Be Valid
2421,2221,1371,Check if a Parentheses String Can Be Valid
2422,2222,172,Abbreviating the Product of a Range
2423,2223,2214,The Number of Rich Customers
2424,2225,1635,Substrings That Begin and End With the Same Letter
2425,2225,1890,Substrings That Begin and End With the Same Letter
2426,2225,2036,Substrings That Begin and End With the Same Letter
2427,2225,2303,Substrings That Begin and End With the Same Letter
2428,2226,2053,Rings and Rods
2429,2227,496,Sum of Subarray Ranges
2430,2227,943,Sum of Subarray Ranges
2431,2227,1305,Sum of Subarray Ranges
2432,2227,1885,Sum of Subarray Ranges
2433,2228,1310,Watering Plants II
2434,2229,1499,Maximum Fruits Harvested After at Most K Steps
2435,2230,803,Minimum Cost to Reach City With Discounts
2436,2230,1100,Minimum Cost to Reach City With Discounts
2437,2230,2040,Minimum Cost to Reach City With Discounts
2438,2231,125,Find First Palindromic String in the Array
2439,2233,713,Number of Smooth Descent Periods of a Stock
2440,2233,1061,Number of Smooth Descent Periods of a Stock
2441,2234,300,Minimum Operations to Make the Array K-Increasing
2442,2234,819,Minimum Operations to Make the Array K-Increasing
2443,2235,520,Capitalize the Title
2444,2235,742,Capitalize the Title
2445,2236,206,Maximum Twin Sum of a Linked List
2446,2236,234,Maximum Twin Sum of a Linked List
2447,2236,908,Maximum Twin Sum of a Linked List
2448,2237,336,Longest Palindrome by Concatenating Two Letter Words
2449,2237,409,Longest Palindrome by Concatenating Two Letter Words
2450,2238,7,A Number After a Double Reversal
2451,2238,190,A Number After a Double Reversal
2452,2239,576,Execution of All Suffix Instructions Staying in a Grid
2453,2239,657,Execution of All Suffix Instructions Staying in a Grid
2454,2240,523,Intervals Between Identical Elements
2455,2241,2109,Recover the Original Array
2456,2241,2117,Recover the Original Array
2457,2242,410,Subsequence of Size K With the Largest Even Sum
2458,2242,1121,Subsequence of Size K With the Largest Even Sum
2459,2242,1631,Subsequence of Size K With the Largest Even Sum
2460,2243,1756,Check if All A's Appears Before All B's
2461,2243,1878,Check if All A's Appears Before All B's
2462,2243,2168,Check if All A's Appears Before All B's
2463,2244,73,Number of Laser Beams in a Bank
2464,2245,735,Destroying Asteroids
2465,2246,684,Maximum Employees to Be Invited to a Meeting
2466,2246,2176,Maximum Employees to Be Invited to a Meeting
2467,2246,2198,Maximum Employees to Be Invited to a Meeting
2468,2247,546,Number of Unique Flavors After Sharing K Candies
2469,2247,1034,Number of Unique Flavors After Sharing K Candies
2470,2248,561,Minimum Cost of Buying Candies With Discount
2471,2248,1306,Minimum Cost of Buying Candies With Discount
2472,2250,215,K Highest Ranked Items Within a Price Range
2473,2250,1117,K Highest Ranked Items Within a Price Range
2474,2251,639,Number of Ways to Divide a Long Corridor
2475,2251,1669,Number of Ways to Divide a Long Corridor
2476,2251,1831,Number of Ways to Divide a Long Corridor
2477,2254,36,Check if Every Row and Column Contains All Numbers
2478,2254,1677,Check if Every Row and Column Contains All Numbers
2479,2255,1107,Minimum Swaps to Group All 1's Together II
2480,2256,1697,Count Words Obtained After Adding a Letter
2481,2256,1743,Count Words Obtained After Adding a Letter
2482,2256,1818,Count Words Obtained After Adding a Letter
2483,2257,1605,Earliest Possible Day of Full Bloom
2484,2259,73,Minimum Operations to Remove Adjacent Ones in Matrix
2485,2259,542,Minimum Operations to Remove Adjacent Ones in Matrix
2486,2259,1409,Minimum Operations to Remove Adjacent Ones in Matrix
2487,2259,2268,Minimum Operations to Remove Adjacent Ones in Matrix
2488,2260,68,Divide a String Into Groups of Size k
2489,2260,857,Divide a String Into Groups of Size k
2490,2261,474,All Divisions With the Highest Score of a Binary Array
2491,2261,487,All Divisions With the Highest Score of a Binary Array
2492,2261,510,All Divisions With the Highest Score of a Binary Array
2493,2261,561,All Divisions With the Highest Score of a Binary Array
2494,2261,1422,All Divisions With the Highest Score of a Binary Array
2495,2262,198,Solving Questions With Brainpower
2496,2262,403,Solving Questions With Brainpower
2497,2263,453,Maximum Running Time of N Computers
2498,2263,1771,Maximum Running Time of N Computers
2499,2263,2180,Maximum Running Time of N Computers
2500,2263,2294,Maximum Running Time of N Computers
2501,2264,258,Minimum Sum of Four Digit Number After Splitting Digits
2502,2265,86,Partition Array According to Given Pivot
2503,2265,2271,Partition Array According to Given Pivot
2504,2266,539,Minimum Cost to Set Cooking Time
2505,2267,238,Minimum Difference in Sums After Removal of Elements
2506,2267,2204,Minimum Difference in Sums After Removal of Elements
2507,2268,891,Remove All Ones With Row and Column Flips
2508,2268,1409,Remove All Ones With Row and Column Flips
2509,2268,2259,Remove All Ones With Row and Column Flips
2510,2268,2314,Remove All Ones With Row and Column Flips
2511,2269,745,Count Elements With Strictly Smaller and Greater Elements 
2512,2270,1966,Find All Lonely Numbers in the Array
2513,2271,376,Rearrange Array Elements by Sign
2514,2271,958,Rearrange Array Elements by Sign
2515,2271,2265,Rearrange Array Elements by Sign
2516,2271,2327,Rearrange Array Elements by Sign
2517,2272,1381,Maximum Good People Based on Statements
2518,2273,33,Pour Water Between Buckets to Make Water Levels Equal
2519,2273,162,Pour Water Between Buckets to Make Water Levels Equal
2520,2273,453,Pour Water Between Buckets to Make Water Levels Equal
2521,2274,748,Keep Multiplying Found Values by Two
2522,2274,1468,Keep Multiplying Found Values by Two
2523,2275,1244,Find Substring With Given Hash Value
2524,2276,126,Groups of Strings
2525,2276,869,Groups of Strings
2526,2276,989,Groups of Strings
2527,2277,2116,Count Equal and Divisible Pairs in an Array
2528,2278,128,Find Three Consecutive Integers That Sum to a Given Number
2529,2280,315,Count Good Triplets in an Array
2530,2280,334,Count Good Triplets in an Array
2531,2280,1772,Count Good Triplets in an Array
2532,2282,349,Choose Numbers From Two Arrays in Range
2533,2282,350,Choose Numbers From Two Arrays in Range
2534,2282,1989,Choose Numbers From Two Arrays in Range
2535,2282,2029,Choose Numbers From Two Arrays in Range
2536,2283,941,Sort Even and Odd Indices Independently
2537,2283,958,Sort Even and Odd Indices Independently
2538,2284,179,Smallest Value of the Rearranged Number
2539,2285,1512,Design Bitset
2540,2286,1037,Minimum Time to Remove All Cars Containing Illegal Goods
2541,2287,149,Minimum Number of Lines to Cover Points
2542,2287,1706,Minimum Number of Lines to Cover Points
2543,2288,1444,Count Operations to Obtain Zero
2544,2289,1355,Minimum Operations to Make the Array Alternating
2545,2289,2017,Minimum Operations to Make the Array Alternating
2546,2290,462,Removing Minimum Number of Magic Beans
2547,2290,1776,Removing Minimum Number of Magic Beans
2548,2291,1989,Maximum AND Sum of Array
2549,2292,1566,Counting Words With a Given Prefix
2550,2293,1469,Minimum Number of Steps to Make Two Strings Anagram II
2551,2294,1335,Minimum Time to Complete Trips
2552,2294,2000,Minimum Time to Complete Trips
2553,2294,2188,Minimum Time to Complete Trips
2554,2294,2263,Minimum Time to Complete Trips
2555,2295,2013,Minimum Time to Finish the Race
2556,2297,56,Amount of New Area Painted Each Day
2557,2297,2055,Amount of New Area Painted Each Day
2558,2297,2142,Amount of New Area Painted Each Day
2559,2298,2076,Count Integers With Even Digit Sum
2560,2299,835,Merge Nodes in Between Zeros
2561,2300,358,Construct String With Repeat Limit
2562,2301,1383,Count Array Pairs Divisible by K
2563,2301,1620,Count Array Pairs Divisible by K
2564,2303,2209,Unique Substrings With Equal Digit Frequency
2565,2303,2225,Unique Substrings With Equal Digit Frequency
2566,2304,168,Cells in a Range on an Excel Sheet
2567,2304,171,Cells in a Range on an Excel Sheet
2568,2304,1094,Cells in a Range on an Excel Sheet
2569,2305,402,Append K Integers With Minimal Sum
2570,2305,448,Append K Integers With Minimal Sum
2571,2305,1646,Append K Integers With Minimal Sum
2572,2306,109,Create Binary Tree From Descriptions
2573,2306,1820,Create Binary Tree From Descriptions
2574,2307,1320,Replace Non-Coprime Numbers in Array
2575,2307,2129,Replace Non-Coprime Numbers in Array
2576,2308,1741,Divide Array Into Equal Pairs
2577,2309,1250,Maximize Number of Subsequences in a String
2578,2310,2094,Minimum Operations to Halve Array Sum
2579,2311,72,Minimum White Tiles After Covering With Carpets
2580,2312,1741,Most Frequent Number Following Key In an Array
2581,2314,73,Remove All Ones With Row and Column Flips II
2582,2314,1409,Remove All Ones With Row and Column Flips II
2583,2314,2268,Remove All Ones With Row and Column Flips II
2584,2316,162,Count Hills and Valleys in an Array
2585,2316,932,Count Hills and Valleys in an Array
2586,2316,1519,Count Hills and Valleys in an Array
2587,2317,735,Count Collisions on a Road
2588,2317,883,Count Collisions on a Road
2589,2317,1627,Count Collisions on a Road
2590,2317,1902,Count Collisions on a Road
2591,2318,2130,Maximum Points in an Archery Competition
2592,2319,56,Longest Substring of One Repeating Character
2593,2319,424,Longest Substring of One Repeating Character
2594,2319,1542,Longest Substring of One Repeating Character
2595,2319,1772,Longest Substring of One Repeating Character
2596,2320,1,Find All K-Distant Indices in an Array
2597,2320,243,Find All K-Distant Indices in an Array
2598,2321,1485,Minimum Weighted Subgraph With the Required Paths
2599,2322,554,Number of Ways to Build Sturdy Brick Wall
2600,2322,821,Number of Ways to Build Sturdy Brick Wall
2601,2323,1441,Minimum Bit Flips to Convert Number
2602,2324,119,Find Triangular Sum of an Array
2603,2326,1508,Sum of Scores of Built Strings
2604,2327,748,Largest Number After Digit Swaps by Parity
2605,2327,941,Largest Number After Digit Swaps by Parity
2606,2327,958,Largest Number After Digit Swaps by Parity
2607,2327,1308,Largest Number After Digit Swaps by Parity
2608,2327,2271,Largest Number After Digit Swaps by Parity
2609,2328,224,Minimize Result by Adding Parentheses to Expression
2610,2328,241,Minimize Result by Adding Parentheses to Expression
2611,2328,640,Minimize Result by Adding Parentheses to Expression
2612,2329,209,Maximum Product After K Increments
2613,2329,982,Maximum Product After K Increments
2614,2329,1938,Maximum Product After K Increments
2615,2330,410,Maximum Total Beauty of the Gardens
2616,2335,1625,Finding the Topic of Each Post
2617,2336,177,The Number of Users That Are Eligible for Discount
2618,2336,2371,The Number of Users That Are Eligible for Discount
2619,2345,322,Minimum Number of Operations to Convert Time
2620,2354,174,Minimum Health to Beat Game
2621,2354,2049,Minimum Health to Beat Game
2622,2369,560,Maximum Sum Score of Array
2623,2369,724,Maximum Sum Score of Array
2624,2369,2102,Maximum Sum Score of Array
2625,2370,1852,Users With Two Purchases Within Seven Days
2626,2371,2336,The Users That Are Eligible for Discount
2627,2376,1779,Number of Times a Driver Was a Passenger
2628,2376,1785,Number of Times a Driver Was a Passenger
2629,2376,1795,Number of Times a Driver Was a Passenger
2630,2385,370,Count Positions on Street With Required Brightness
2631,2385,2075,Count Positions on Street With Required Brightness
